Word,Meaning,Type,Audio,Sentence,,,,
ostracize,expel from a community or group,transitive verb,https://lex-audio.useremarkable.com/mp3/ostracize_us_1.mp3,"a group of people who have been ridiculed, ostracized, and persecuted for centuries",0,exclude,shun,spurn
pedestrian,lacking wit or imagination,noun,https://lex-audio.useremarkable.com/mp3/pedestrian_us_1.mp3,the road is so dangerous pedestrians avoid it,0,walker,person on foot,hiker
pernicious,exceedingly harmful,adjective,https://lex-audio.useremarkable.com/mp3/pernicious_us_1.mp3,the pernicious influences of the mass media,0,harmful,damaging,destructive
poignant,keenly distressing to the mind or feelings,adjective,https://lex-audio.useremarkable.com/mp3/poignant_us_1.mp3,a poignant reminder of the passing of time,0,touching,moving,sad
precipitous,done with very great haste and without due deliberation,adjective,https://lex-audio.useremarkable.com/mp3/precipitous_us_1.mp3,the precipitous cliffs of the North Atlantic coast,0,steep,sheer,high
prolific,intellectually productive,adjective,https://lex-audio.useremarkable.com/mp3/prolific_us_1.mp3,in captivity tigers are prolific breeders,0,productive,creative,inventive
propitious,presenting favorable circumstances,adjective,https://lex-audio.useremarkable.com/mp3/propitious_us_1.mp3,the timing for such a meeting seemed propitious,0,favourable,auspicious,promising
ravenous,extremely hungry,adjective,https://lex-audio.useremarkable.com/mp3/ravenous_us_1.mp3,I'd been out all day and was ravenous,0,very hungry,starving,starved
repudiate,"refuse to acknowledge, ratify, or recognize as valid",transitive verb,https://lex-audio.useremarkable.com/mp3/repudiate_us_1.mp3,she has repudiated policies associated with previous party leaders,0,reject,renounce,abandon
rescind,cancel officially,transitive verb,https://lex-audio.useremarkable.com/mp3/rescind_us_1.mp3,the government eventually rescinded the directive,0,revoke,repeal,cancel
resurgent,rising again as to new life and vigor,adjective,https://lex-audio.useremarkable.com/mp3/resurgent_us_1.mp3,resurgent nationalism,0,revived,renascent,invigorated
scrupulous,characterized by extreme care and great effort,adjective,https://lex-audio.useremarkable.com/mp3/scrupulous_us_1.mp3,the research has been carried out with scrupulous attention to detail,0,careful,meticulous,painstaking
sporadic,recurring in scattered or unpredictable instances,adjective,https://lex-audio.useremarkable.com/mp3/sporadic_us_1.mp3,sporadic fighting broke out,0,occasional,infrequent,irregular
subversive,in opposition to an established system or government,noun,https://lex-audio.useremarkable.com/mp3/subversive_us_1.mp3,the government claimed we were subversives or terrorists,0,troublemaker,dissident,agitator
sycophant,a person who tries to please someone to gain an advantage,noun,https://lex-audio.useremarkable.com/mp3/sycophant_us_1_rr.mp3,"An assortment of hatchet men, opportunists and sycophants gained access to the levers of power.",0,toady,creep,crawler
tempered,"lessened, or diluted",verb,https://lex-audio.useremarkable.com/mp3/temper_gb_1.mp3,a pale gleam of tempered sunlight fell through the leaves,0,assuage,mitigate,moderate
trite,repeated too often; overfamiliar through overuse,adjective,https://lex-audio.useremarkable.com/mp3/trite_us_1.mp3,this point may now seem obvious and trite,0,hackneyed,banal,clichéd
winsome,charming in a childlike or naive way,adjective,https://lex-audio.useremarkable.com/mp3/winsome_us_1.mp3,a winsome smile,0,appealing,engaging,charming
reverent,feeling or showing profound respect or veneration,adjective,https://lex-audio.useremarkable.com/mp3/reverent_us_1.mp3,a reverent silence,0,respectful,reverential,worshipping
vacillate,be undecided about something,intransitive verb,https://lex-audio.useremarkable.com/mp3/vacillate_us_1.mp3,I had for a time vacillated between teaching and journalism,0,dither,be indecisive,be irresolute
austere,practicing great self-denial,adjective,https://lex-audio.useremarkable.com/mp3/austere_us_1.mp3,"an austere man, with a rigidly puritanical outlook",0,severe,stern,strict
gauche,lacking social polish,adjective,https://lex-audio.useremarkable.com/mp3/gauche_us_1.mp3,a shy and gauche teenager,0,awkward,gawky,inelegant
taciturn,habitually reserved and uncommunicative,adjective,https://lex-audio.useremarkable.com/mp3/taciturn_us_1.mp3,after such gatherings she would be taciturn and morose,0,untalkative,uncommunicative,reticent
arbitrary,based on or subject to individual discretion or preference,adjective,https://lex-audio.useremarkable.com/mp3/arbitrary_us_1.mp3,his mealtimes were entirely arbitrary,0,capricious,whimsical,random
myriad,a large indefinite number,noun,https://lex-audio.useremarkable.com/mp3/myriad_us_1.mp3,networks connecting a myriad of computers,0,multitude,a great number,a great quantity
lionize,assign great social importance to,transitive verb,https://lex-audio.useremarkable.com/mp3/lionize_us_1.mp3,modern athletes are lionized,0,celebrate,fete,glorify
sanction,official permission or approval,transitive verb,https://lex-audio.useremarkable.com/mp3/sanction_us_1.mp3,only two treatments have been sanctioned by the Food and Drug Administration,0,authorize,consent to,permit
circumscribe,restrict or confine,transitive verb,https://lex-audio.useremarkable.com/mp3/circumscribe_us_1.mp3,their movements were strictly monitored and circumscribed,0,restrict,limit,impose limits on
prodigious,"great in size, force, extent, or degree",adjective,https://lex-audio.useremarkable.com/mp3/prodigious_us_1.mp3,the stove consumed a prodigious amount of fuel,0,enormous,huge,colossal
tractable,easily managed,adjective,https://lex-audio.useremarkable.com/mp3/tractable_us_1.mp3,tractable dogs that have had some obedience training,0,controllable,manageable,malleable
